"","File","Sentiment"
"1","006_400009_0002057_DON.txt",-0.0566037735849057
"2","006_400011_0002002_DON.txt",-0.0566037735849057
"3","006_400011_0002003_DMN.txt",-0.0283018867924528
"4","006_400011_0002007_DON.txt",-0.0283018867924528
"5","006_400011_0002008_DON.txt",-0.0283018867924528
"6","006_400035_0002024_ROY.txt",0.169811320754717
"7","006_400064_0002026_DON.txt",-0.0566037735849057
"8","006_400102_0002030_DON.txt",-0.0188679245283019
"9","006_400104_0002001_ROY.txt",-0.0188679245283019
"10","006_400104_0002010_ROY.txt",0.367924528301887
"11","006_400110_0002061_DON.txt",-0.00943396226415094
"12","006_400115_0002004_ROY.txt",0.0849056603773585
"13","006_400115_0002011_RMY.txt",0.10377358490566
"14","006_400115_0002013_ROY.txt",-0.0188679245283019
"15","006_400115_0002016_ROY.txt",0
"16","006_400115_0002020_ROY.txt",0.132075471698113
"17","006_400115_0002023_ROY.txt",0.132075471698113
"18","006_400115_0002035_ROY.txt",0.132075471698113
"19","006_400115_0002037_ROY.txt",0.132075471698113
"20","006_400115_0002039_ROY.txt",0
"21","006_400115_0002041_ROY.txt",0
"22","006_400115_0002043_ROY.txt",0
"23","006_400115_0002045_ROY.txt",0
"24","006_400115_0002053_RMY.txt",0
"25","006_400115_0002054_ROY.txt",0
"26","006_400115_0002055_ROY.txt",0.235849056603774
"27","006_400115_0002058_ROY.txt",0.0471698113207547
"28","006_400115_0002063_ROY.txt",0.0471698113207547
"29","006_400160_0002032_DON.txt",0.0283018867924528
"30","006_400166_0002060_DON.txt",-0.132075471698113
"31","006_400174_0002017_ROY.txt",0.150943396226415
"32","006_400189_0002019_DON.txt",0.0660377358490566
"33","006_400191_0109001_RMY.txt",0.0566037735849057
"34","006_400199_0002049_DON.txt",0.0377358490566038
"35","006_400233_0002062_DMN.txt",-0.330188679245283
"36","006_400238_0002056_DON.txt",-0.132075471698113
"37","006_400245_0002034_DON.txt",-0.00943396226415094
"38","006_400263_0002015_DON.txt",0.00943396226415094
"39","006_400263_0002018_DON.txt",0.00943396226415094
